ID,A2006_11_BizGroup,A2006_11_Education,A2006_11_MonthsOfExp,A2006_12_BizGroup,A2006_12_Education,A2006_12_MonthsOfExp,A2007_1_BizGroup,A2007_1_Education,A2007_1_MonthsOfExp,A2007_2_BizGroup,A2007_2_Education,A2007_2_MonthsOfExp,A2007_3_BizGroup,A2007_3_Education,A2007_3_MonthsOfExp,A2007_4_BizGroup,A2007_4_Education,A2007_4_MonthsOfExp,A2007_5_BizGroup,A2007_5_Education,A2007_5_MonthsOfExp,A2007_6_BizGroup,A2007_6_Education,A2007_6_MonthsOfExp,A2007_7_BizGroup,A2007_7_Education,A2007_7_MonthsOfExp,A2007_8_BizGroup,A2007_8_Education,A2007_8_MonthsOfExp,A2007_9_BizGroup,A2007_9_Education,A2007_9_MonthsOfExp,A2007_10_BizGroup,A2007_10_Education,A2007_10_MonthsOfExp,A2007_11_BizGroup,A2007_11_Education,A2007_11_MonthsOfExp,A2007_12_BizGroup,A2007_12_Education,A2007_12_MonthsOfExp,A2008_1_BizGroup,A2008_1_Education,A2008_1_MonthsOfExp,A2008_2_BizGroup,A2008_2_Education,A2008_2_MonthsOfExp,A2008_3_BizGroup,A2008_3_Education,A2008_3_MonthsOfExp,A2008_4_BizGroup,A2008_4_Education,A2008_4_MonthsOfExp,A2008_5_BizGroup,A2008_5_Education,A2008_5_MonthsOfExp,A2008_6_BizGroup,A2008_6_Education,A2008_6_MonthsOfExp,A2008_7_BizGroup,A2008_7_Education,A2008_7_MonthsOfExp,A2008_8_BizGroup,A2008_8_Education,A2008_8_MonthsOfExp,A2008_9_BizGroup,A2008_9_Education,A2008_9_MonthsOfExp,A2008_10_BizGroup,A2008_10_Education,A2008_10_MonthsOfExp,A2008_11_BizGroup,A2008_11_Education,A2008_11_MonthsOfExp,A2008_12_BizGroup,A2008_12_Education,A2008_12_MonthsOfExp,A2009_1_BizGroup,A2009_1_Education,A2009_1_MonthsOfExp,A2009_2_BizGroup,A2009_2_Education,A2009_2_MonthsOfExp,A2009_3_BizGroup,A2009_3_Education,A2009_3_MonthsOfExp,A2009_4_BizGroup,A2009_4_Education,A2009_4_MonthsOfExp,A2009_5_BizGroup,A2009_5_Education,A2009_5_MonthsOfExp,A2009_6_BizGroup,A2009_6_Education,A2009_6_MonthsOfExp,A2009_7_BizGroup,A2009_7_Education,A2009_7_MonthsOfExp,A2009_8_BizGroup,A2009_8_Education,A2009_8_MonthsOfExp,A2009_9_BizGroup,A2009_9_Education,A2009_9_MonthsOfExp,A2009_10_BizGroup,A2009_10_Education,A2009_10_MonthsOfExp,A2009_11_BizGroup,A2009_11_Education,A2009_11_MonthsOfExp,A2009_12_BizGroup,A2009_12_Education,A2009_12_MonthsOfExp,A2010_1_BizGroup,A2010_1_Education,A2010_1_MonthsOfExp,A2010_2_BizGroup,A2010_2_Education,A2010_2_MonthsOfExp,A2010_3_BizGroup,A2010_3_Education,A2010_3_MonthsOfExp,A2010_4_BizGroup,A2010_4_Education,A2010_4_MonthsOfExp,A2010_5_BizGroup,A2010_5_Education,A2010_5_MonthsOfExp,A2010_6_BizGroup,A2010_6_Education,A2010_6_MonthsOfExp,A2010_7_BizGroup,A2010_7_Education,A2010_7_MonthsOfExp,A2010_8_BizGroup,A2010_8_Education,A2010_8_MonthsOfExp,A2010_9_BizGroup,A2010_9_Education,A2010_9_MonthsOfExp,A2010_10_BizGroup,A2010_10_Education,A2010_10_MonthsOfExp,A2010_11_BizGroup,A2010_11_Education,A2010_11_MonthsOfExp,A2010_12_BizGroup,A2010_12_Education,A2010_12_MonthsOfExp,A2011_1_BizGroup,A2011_1_Education,A2011_1_MonthsOfExp,A2011_2_BizGroup,A2011_2_Education,A2011_2_MonthsOfExp,A2011_3_BizGroup,A2011_3_Education,A2011_3_MonthsOfExp,A2011_4_BizGroup,A2011_4_Education,A2011_4_MonthsOfExp,A2011_5_BizGroup,A2011_5_Education,A2011_5_MonthsOfExp,A2011_6_BizGroup,A2011_6_Education,A2011_6_MonthsOfExp,A2011_7_BizGroup,A2011_7_Education,A2011_7_MonthsOfExp,A2011_8_BizGroup,A2011_8_Education,A2011_8_MonthsOfExp,A2011_9_BizGroup,A2011_9_Education,A2011_9_MonthsOfExp,A2011_10_BizGroup,A2011_10_Education,A2011_10_MonthsOfExp,A2011_11_BizGroup,A2011_11_Education,A2011_11_MonthsOfExp,A2011_12_BizGroup,A2011_12_Education,A2011_12_MonthsOfExp,A2012_1_BizGroup,A2012_1_Education,A2012_1_MonthsOfExp,A2012_2_BizGroup,A2012_2_Education,A2012_2_MonthsOfExp,A2012_3_BizGroup,A2012_3_Education,A2012_3_MonthsOfExp,A2012_4_BizGroup,A2012_4_Education,A2012_4_MonthsOfExp,A2012_5_BizGroup,A2012_5_Education,A2012_5_MonthsOfExp,A2012_6_BizGroup,A2012_6_Education,A2012_6_MonthsOfExp,A2012_7_BizGroup,A2012_7_Education,A2012_7_MonthsOfExp,A2012_8_BizGroup,A2012_8_Education,A2012_8_MonthsOfExp,A2012_9_BizGroup,A2012_9_Education,A2012_9_MonthsOfExp,A2012_10_BizGroup,A2012_10_Education,A2012_10_MonthsOfExp,A2012_11_BizGroup,A2012_11_Education,A2012_11_MonthsOfExp,A2012_12_BizGroup,A2012_12_Education,A2012_12_MonthsOfExp,A2013_1_BizGroup,A2013_1_Education,A2013_1_MonthsOfExp,A2013_2_BizGroup,A2013_2_Education,A2013_2_MonthsOfExp,A2013_3_BizGroup,A2013_3_Education,A2013_3_MonthsOfExp,A2013_4_BizGroup,A2013_4_Education,A2013_4_MonthsOfExp,A2013_5_BizGroup,A2013_5_Education,A2013_5_MonthsOfExp,A2013_6_BizGroup,A2013_6_Education,A2013_6_MonthsOfExp,A2013_7_BizGroup,A2013_7_Education,A2013_7_MonthsOfExp,A2013_8_BizGroup,A2013_8_Education,A2013_8_MonthsOfExp,A2013_9_BizGroup,A2013_9_Education,A2013_9_MonthsOfExp,A2013_10_BizGroup,A2013_10_Education,A2013_10_MonthsOfExp,A2013_11_BizGroup,A2013_11_Education,A2013_11_MonthsOfExp,A2013_12_BizGroup,A2013_12_Education,A2013_12_MonthsOfExp,A2014_1_BizGroup,A2014_1_Education,A2014_1_MonthsOfExp,A2014_2_BizGroup,A2014_2_Education,A2014_2_MonthsOfExp,A2014_3_BizGroup,A2014_3_Education,A2014_3_MonthsOfExp,A2014_4_BizGroup,A2014_4_Education,A2014_4_MonthsOfExp,A2014_5_BizGroup,A2014_5_Education,A2014_5_MonthsOfExp,A2014_6_BizGroup,A2014_6_Education,A2014_6_MonthsOfExp,A2014_7_BizGroup,A2014_7_Education,A2014_7_MonthsOfExp,A2014_8_BizGroup,A2014_8_Education,A2014_8_MonthsOfExp,A2014_9_BizGroup,A2014_9_Education,A2014_9_MonthsOfExp,A2014_10_BizGroup,A2014_10_Education,A2014_10_MonthsOfExp,A2014_11_BizGroup,A2014_11_Education,A2014_11_MonthsOfExp,A2014_12_BizGroup,A2014_12_Education,A2014_12_MonthsOfExp,A2015_1_BizGroup,A2015_1_Education,A2015_1_MonthsOfExp,A2015_2_BizGroup,A2015_2_Education,A2015_2_MonthsOfExp,A2015_3_BizGroup,A2015_3_Education,A2015_3_MonthsOfExp,A2015_4_BizGroup,A2015_4_Education,A2015_4_MonthsOfExp,A2015_5_BizGroup,A2015_5_Education,A2015_5_MonthsOfExp,A2015_6_BizGroup,A2015_6_Education,A2015_6_MonthsOfExp
2801561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,1,0,IT,1,1,IT,1,2,IT,1,3,IT,1,4,IT,1,5,IT,1,6,IT,1,7,IT,1,8,IT,1,9,IT,1,10,IT,1,11,IT,1,12,IT,1,13,IT,1,14,IT,1,15,IT,1,16,IT,1,17,IT,1,18,IT,1,19,IT,1,20,IT,1,21,IT,1,22,IT,1,23,IT,1,24,IT,1,25,IT,1,26,IT,1,27,IT,1,28,IT,1,29,IT,1,30,IT,1,31,IT,1,32,IT,1,33,IT,1,34,IT,1,35,IT,1,36,IT,1,37,IT,1,38,IT,1,39,IT,1,40,IT,1,41,IT,1,42,Sales Market ,3,0,Sales Market ,3,1,Sales Market ,3,2,Sales Market ,3,3,Sales Market ,3,4,Sales Market ,3,5,Sales Market ,3,6,Sales Market ,3,7,Sales Market ,3,8,Sales Market ,3,9,Sales Market ,3,10,Sales Market ,3,11,Sales Market ,3,12,Sales Market ,3,13,Sales Market ,3,14,Sales Market ,3,15,Sales Market ,3,16,Sales Market ,3,17,Sales Market ,3,18,Sales Market ,3,19,Sales Market ,3,20,Sales Market ,3,21,Sales Market ,3,22,Sales Market ,3,23,Sales Market ,3,24,Sales Market ,3,25,Sales Market ,3,26,Sales Market ,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168853,,,,,,,,,,,,,,,,HR,3,0,HR,3,1,HR,3,2,HR,3,3,HR,3,4,HR,3,5,HR,3,6,HR,3,7,HR,3,8,HR,3,9,HR,3,10,HR,3,11,HR,3,12,HR,3,13,HR,3,14,HR,3,15,HR,3,16,HR,3,17,HR,3,18,HR,3,19,HR,3,20,HR,3,21,HR,3,22,HR,3,23,HR,3,24,HR,3,25,HR,3,26,HR,3,27,HR,3,28,HR,3,29,HR,3,30,HR,3,31,HR,3,32,HR,3,33,HR,3,34,HR,3,35,HR,3,36,HR,3,37,HR,3,38,HR,3,39,HR,3,40,HR,3,41,HR,3,42,HR,3,43,HR,3,44,HR,3,45,HR,3,46,HR,3,47,HR,3,48,HR,3,49,HR,3,50,HR,3,51,HR,3,52,HR,3,53,HR,3,54,HR,3,55,HR,3,56,HR,3,57,HR,3,58,HR,3,59,HR,3,60,HR,4,61,HR,4,62,HR,4,63,HR,4,64,HR,4,65,HR,4,66,HR,4,67,HR,4,68,HR,4,69,HR,4,70,HR,4,71,HR,4,72,HR,4,73,HR,4,74,HR,4,75,HR,4,76,HR,4,77,HR,4,78,HR,4,79,HR,4,80,HR,4,81,HR,4,82,HR,4,83,HR,4,84,HR,4,85,HR,4,86,HR,4,87,HR,4,88,HR,4,89,HR,4,90,HR,4,91,HR,4,92,HR,4,93,,,,,,,,,,,,,,,
2941573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,0,0,HR,0,1,HR,0,2,HR,0,3,HR,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,0,0,Manufacturing,0,1,Manufacturing,0,2,Manufacturing,0,3,Manufacturing,0,4,Manufacturing,0,5,Manufacturing,0,6,Manufacturing,0,7,Manufacturing,0,8,Manufacturing,0,9,Manufacturing,0,10,Manufacturing,0,11,Manufacturing,0,12,Manufacturing,0,13,Manufacturing,0,14,Manufacturing,0,15,Manufacturing,0,16,Manufacturing,0,17,Manufacturing,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquitecture,0,0,Arquitecture,0,1,Arquitecture,0,2,Arquitecture,0,3,Arquitecture,0,4,Arquitecture,0,5,Arquitecture,0,6,Arquitecture,0,7,Arquitecture,0,8,Arquitecture,0,9,Arquitecture,0,10,Arquitecture,0,11,Arquitecture,0,12,Arquitecture,0,13,Arquitecture,0,14,Arquitecture,0,15,Arquitecture,0,16,Arquitecture,0,17,Arquitecture,0,18,Arquitecture,0,19,Arquitecture,0,20,Arquitecture,0,21,Arquitecture,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,0,0,Finance,0,1,Finance,0,2,Finance,0,3,Finance,0,4,Finance,0,5,Finance,0,6,Finance,0,7,Finance,0,8,Finance,0,9,Finance,0,10,Finance,0,11,Finance,0,12,Finance,0,13,Finance,0,14,Finance,0,15,Finance,0,16,Finance,0,17,Finance,0,18,Finance,0,19,Finance,0,20,Finance,0,21,Finance,0,22,Finance,0,23,Finance,0,24,Finance,0,25,Finance,0,26,Finance,0,27,Finance,0,28,Finance,0,29,Finance,0,30,Finance,0,31,Finance,0,32,Finance,0,33,Finance,0,34,Finance,0,35,Finance,0,36,Finance,0,37,,,,,,
3061011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,3,0,Manufacturing,3,1,Manufacturing,3,2,Manufacturing,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,IT,0,9,IT,0,10,IT,0,11,IT,0,12,IT,0,13,IT,0,14,IT,0,15,IT,0,16,IT,0,17,IT,0,18,IT,0,19,IT,0,20,IT,0,21,IT,0,22,IT,0,23,IT,0,24,IT,0,25,IT,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquitecture,0,0,Arquitecture,0,1,Arquitecture,0,2,Arquitecture,0,3,Arquitecture,0,4,Arquitecture,0,5,Arquitecture,0,6,Arquitecture,0,7,Arquitecture,0,8,Arquitecture,0,9,Arquitecture,0,10,Arquitecture,0,11,Arquitecture,0,12,Arquitecture,0,13,Arquitecture,0,14,Arquitecture,0,15,Arquitecture,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquitecture,0,0,Arquitecture,0,1,Arquitecture,0,2,Arquitecture,0,3,Arquitecture,0,4,Arquitecture,0,5,Arquitecture,0,6,Arquitecture,0,7,Arquitecture,0,8,Arquitecture,0,9,Arquitecture,0,10,Arquitecture,0,11,Arquitecture,0,12,Arquitecture,0,13,Arquitecture,0,14,Arquitecture,0,15,Arquitecture,0,16,Arquitecture,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,0,0,Manufacturing,0,1,Manufacturing,0,2,Manufacturing,0,3,Manufacturing,0,4,Manufacturing,0,5,Manufacturing,0,6,Manufacturing,0,7,Manufacturing,0,8,Manufacturing,0,9,Manufacturing,0,10,Manufacturing,0,11,Manufacturing,0,12,Manufacturing,0,13,Manufacturing,0,14,Manufacturing,0,15,Manufacturing,0,16,Manufacturing,0,17,Manufacturing,0,18,Manufacturing,0,19,Manufacturing,0,20,Manufacturing,0,21,Manufacturing,0,22,Manufacturing,0,23,Manufacturing,0,24,Manufacturing,0,25,Manufacturing,0,26,Manufacturing,0,27,Manufacturing,0,28,Manufacturing,0,29,,,,,,,,,,,,,,,,,,,,,,,,
4708777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,4,0,Finance,4,1,Finance,4,2,Finance,4,3,Finance,4,4,Finance,4,5,Finance,4,6,Finance,4,7,Finance,4,8,Finance,4,9,Finance,4,10,Finance,4,11,Finance,4,12,Finance,4,13,Finance,4,14,Finance,4,15,Finance,4,16,Finance,4,17,Finance,4,18,Finance,4,19,Finance,4,20,Finance,4,21,Finance,4,22,Finance,4,23,Finance,4,24,Finance,4,25,Finance,4,26,Finance,4,27,Finance,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,0,0,Finance,0,1,Finance,0,2,Finance,0,3,Finance,0,4,Finance,0,5,Finance,0,6,Finance,0,7,Finance,0,8,Finance,0,9,Finance,0,10,Finance,0,11,Finance,0,12,Finance,0,13,Finance,0,14,Finance,0,15,Finance,0,16,Finance,0,17,Finance,0,18,Finance,0,19,Finance,0,20,Finance,0,21,Finance,0,22,Finance,0,23,Finance,0,24,Finance,0,25,Finance,0,26,Finance,0,27,Finance,0,28,Finance,0,29,Finance,0,30,Finance,0,31,Finance,0,32,Finance,0,33,Finance,0,34,Finance,0,35,Finance,0,36,Finance,0,37,Finance,0,38,Finance,0,39,Finance,0,40,Finance,0,41,Finance,0,42,Finance,0,43,Finance,0,44,Finance,0,45,Finance,0,46,Finance,0,47,Finance,0,48,Finance,0,49,Finance,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
100418,,,,,,,,,,Manufacturing,2,0,Manufacturing,2,1,Manufacturing,2,2,Manufacturing,2,3,Manufacturing,2,4,Manufacturing,2,5,Manufacturing,2,6,Manufacturing,2,7,Manufacturing,2,8,Manufacturing,2,9,Manufacturing,2,10,Manufacturing,2,11,Manufacturing,2,12,Manufacturing,2,13,Manufacturing,2,14,Manufacturing,2,15,Manufacturing,2,16,Manufacturing,2,17,Manufacturing,2,18,Manufacturing,2,19,Manufacturing,2,20,Manufacturing,2,21,Manufacturing,2,22,Manufacturing,2,23,Manufacturing,2,24,Manufacturing,2,25,Manufacturing,2,26,Manufacturing,2,27,Manufacturing,2,28,Manufacturing,2,29,Manufacturing,2,30,Manufacturing,2,31,Manufacturing,2,32,Manufacturing,2,33,Manufacturing,2,34,Manufacturing,2,35,Manufacturing,2,36,Manufacturing,2,37,Manufacturing,2,38,Manufacturing,2,39,Manufacturing,2,40,Manufacturing,2,41,Manufacturing,2,42,Manufacturing,2,43,Manufacturing,2,44,Manufacturing,2,45,Manufacturing,2,46,Manufacturing,2,47,Manufacturing,2,48,Manufacturing,2,49,Manufacturing,2,50,Manufacturing,2,51,Manufacturing,2,52,Manufacturing,2,53,Manufacturing,2,54,Manufacturing,2,55,Manufacturing,2,56,Manufacturing,2,57,Manufacturing,2,58,Manufacturing,2,59,Manufacturing,2,60,Manufacturing,2,61,Manufacturing,2,62,Manufacturing,2,63,Manufacturing,2,64,Manufacturing,2,65,Manufacturing,2,66,Manufacturing,2,67,Manufacturing,2,68,Manufacturing,2,69,Manufacturing,2,70,Manufacturing,2,71,Manufacturing,2,72,Manufacturing,2,73,Manufacturing,2,74,Manufacturing,2,75,Manufacturing,2,76,Manufacturing,2,77,Manufacturing,2,78,Manufacturing,2,79,Manufacturing,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,0,0,HR,0,1,HR,0,2,HR,0,3,HR,0,4,HR,0,5,HR,0,6,Finance,0,0,Finance,0,1,Finance,0,2,Finance,0,3,Finance,0,4,Finance,0,5,Finance,0,6,Finance,0,7,Finance,0,8,Finance,0,9,Finance,0,10,Finance,0,11,Finance,0,12,Finance,0,13,Finance,0,14,Finance,0,15,Finance,0,16,Finance,0,17,Finance,0,18,Finance,0,19,Finance,0,20,Finance,0,21,Finance,0,22,Finance,0,23,Finance,0,24,Finance,0,25,Finance,0,26,Finance,0,27,Finance,0,28,Finance,0,29,Finance,0,30,Finance,0,31,Finance,0,32,Finance,0,33,Finance,0,34,Finance,0,35,,,,,,,,,,,,
90019,,,,Finance,0,0,Finance,0,1,Finance,0,2,Finance,0,3,Finance,0,4,Finance,0,5,Finance,0,6,Finance,0,7,Finance,0,8,Finance,0,9,Finance,0,10,Finance,0,11,Finance,0,12,Finance,1,13,Finance,1,14,Finance,1,15,Finance,1,16,Finance,1,17,Finance,1,18,Finance,1,19,Finance,1,20,Finance,1,21,Finance,1,22,Finance,1,23,Finance,1,24,Finance,1,25,Finance,1,26,Finance,1,27,Finance,1,28,Finance,1,29,Finance,1,30,Finance,1,31,Finance,1,32,Finance,1,33,Finance,1,34,Finance,1,35,Finance,1,36,Finance,1,37,Finance,1,38,Finance,1,39,Finance,1,40,Finance,1,41,Finance,3,42,Finance,3,43,Finance,3,44,Finance,3,45,Finance,3,46,Finance,3,47,Finance,3,48,Finance,3,49,Finance,3,50,Finance,3,51,Finance,3,52,Finance,3,53,Finance,3,54,Finance,3,55,Finance,3,56,Finance,3,57,Finance,3,58,Finance,3,59,Finance,3,60,Finance,3,61,Finance,3,62,Finance,3,63,HR,3,0,HR,3,1,HR,3,2,HR,3,3,HR,3,4,HR,3,5,HR,3,6,HR,3,7,HR,3,8,HR,3,9,HR,3,10,HR,3,11,HR,3,12,HR,3,13,HR,3,14,HR,3,15,HR,3,16,HR,3,17,HR,3,18,HR,3,19,HR,3,20,HR,3,21,HR,3,22,HR,3,23,HR,3,24,HR,3,25,HR,3,26,HR,3,27,HR,3,28,HR,3,29,HR,3,30,,,,,,,,,,,,,,,,,,,,,,,,
4452687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,1,0,Manufacturing,1,1,Manufacturing,1,2,Manufacturing,1,3,Manufacturing,1,4,Manufacturing,1,5,Manufacturing,1,6,Manufacturing,1,7,Manufacturing,1,8,Manufacturing,1,9,Manufacturing,1,10,Manufacturing,1,11,Manufacturing,1,12,Manufacturing,1,13,Manufacturing,1,14,Manufacturing,1,15,Manufacturing,1,16,Manufacturing,1,17,Manufacturing,1,18,Manufacturing,1,19,Manufacturing,1,20,Manufacturing,1,21,Manufacturing,1,22,Manufacturing,1,23,Manufacturing,1,24,Manufacturing,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,0,0,Manufacturing,0,1,Manufacturing,0,2,Manufacturing,0,3,Manufacturing,0,4,Manufacturing,0,5,Manufacturing,0,6,Manufacturing,0,7,Manufacturing,0,8,Manufacturing,0,9,Manufacturing,0,10,Manufacturing,0,11,Manufacturing,0,12,Manufacturing,0,13,Manufacturing,0,14,Manufacturing,0,15,Manufacturing,0,16,Manufacturing,0,17,Manufacturing,0,18,Manufacturing,0,19,Manufacturing,0,20,Manufacturing,0,21,Manufacturing,0,22,Manufacturing,0,23,Manufacturing,0,24,Manufacturing,0,25,Manufacturing,0,26,Manufacturing,0,27,Manufacturing,0,28,Manufacturing,0,29,Manufacturing,0,30,Manufacturing,0,31,Manufacturing,0,32,Manufacturing,0,33,Manufacturing,0,34,Manufacturing,0,35,Manufacturing,0,36,Manufacturing,0,37,Manufacturing,0,38,Manufacturing,0,39,Manufacturing,0,40,Manufacturing,0,41,Manufacturing,0,42,Manufacturing,0,43,Manufacturing,0,44,Manufacturing,0,45,Manufacturing,0,46,Manufacturing,0,47,Manufacturing,0,48,Manufacturing,0,49,Manufacturing,0,50,Manufacturing,0,51,Manufacturing,0,52,Manufacturing,0,53,Manufacturing,0,54,Manufacturing,0,55,,,,,,,,,,,,,,,
